status_id,feature,value,lab,favorite_pred,retweet_pred,favorite_count,retweet_count,favorite_sign,retweet_sign,favorite_shap_value,retweet_shap_value,created_at,lab_text
1454513755509886985,d_w2l,0.1938088829071333,xG-Goal Difference,9197.456712884134,413.91959519603853,4965,146,pos,pos,0.08157294243574142,0.006577242165803909,2021-10-30T18:21:17Z,2021-10-30: Tottenham (1.28) 0-3 (1.35) Man United
1454838980046991362,d_w2l,0.4656796769851952,xG-Goal Difference,1385.8970333418822,29.321076399510872,2178,38,neg,neg,-0.12673355638980865,-0.18769612908363342,2021-10-31T15:53:37Z,2021-10-31: Norwich (0.90) 1-2 (0.99) Leeds
1454876879324844035,d_w2l,0.45895020188425306,xG-Goal Difference,4176.200739776788,110.73289793471,2653,48,neg,neg,-0.111017607152462,-0.1708589345216751,2021-10-31T18:24:12Z,2021-10-31: Aston Villa (0.78) 1-4 (2.82) West Ham
1455292372259151885,d_w2l,0.7240915208613729,xG-Goal Difference,3618.902689466652,98.3521374028943,2527,54,neg,neg,-0.026103807613253593,-0.05035021901130676,2021-11-01T21:55:14Z,2021-11-01: Wolves (1.88) 2-1 (1.89) Everton
1456742420369092611,d_w2l,0.46837146702557203,xG-Goal Difference,1678.169286344723,33.122607988972185,1489,19,neg,neg,-0.13004443049430847,-0.15440607070922852,2021-11-05T21:57:12Z,2021-11-05: Southampton (0.82) 1-0 (0.71) Aston Villa
1456991233742675968,d_w2l,0.4858681022880216,xG-Goal Difference,4147.834036600165,222.69714421220212,2484,119,neg,neg,-0.11582255363464355,-0.16478867828845978,2021-11-06T14:25:54Z,2021-11-06: Man United (0.78) 0-2 (2.02) Man City
1457030632874389508,d_w2l,0.8681022880215343,xG-Goal Difference,5515.566531329677,281.1825729168582,6431,330,pos,pos,0.1514071524143219,0.26726776361465454,2021-11-06T17:02:27Z,2021-11-06: Chelsea (2.70) 1-1 (0.62) Burnley
1457030768912486406,d_w2l,0.9475100942126514,xG-Goal Difference,7416.746846106618,241.29677705367678,1802,37,pos,pos,0.5699648261070251,0.6743324995040894,2021-11-06T17:03:00Z,2021-11-06: Brentford (2.84) 1-2 (1.17) Norwich
1457067904416026630,d_w2l,0.7254374158815613,xG-Goal Difference,3720.2933193782433,99.52686401606988,1747,32,neg,neg,-0.02825744077563286,-0.05970750376582146,2021-11-06T19:30:34Z,2021-11-06: Brighton (1.38) 1-1 (0.36) Newcastle
1457375867303337993,d_w2l,0.702557200538358,xG-Goal Difference,2285.9708413728977,62.13667486478126,1066,36,neg,neg,-0.06263945996761322,-0.07161029428243637,2021-11-07T15:54:18Z,2021-11-07: Leeds (1.72) 1-1 (0.87) Leicester
1457376448847745030,d_w2l,0.5989232839838493,xG-Goal Difference,2406.0130811729473,53.056462199885864,2831,85,neg,neg,-0.12493782490491867,-0.20532537996768951,2021-11-07T15:56:36Z,2021-11-07: Everton (0.70) 0-0 (0.78) Tottenham
1457376651801673736,d_w2l,0.6029609690444147,xG-Goal Difference,2620.989979914502,81.31799170058524,3163,112,neg,neg,-0.12843677401542664,-0.17982639372348785,2021-11-07T15:57:25Z,2021-11-07: Arsenal (1.56) 1-0 (0.45) Watford
1457414979703951361,d_w2l,0.4697173620457605,xG-Goal Difference,5004.060046729371,216.02436995698483,6647,276,neg,neg,-0.10756039619445801,-0.1548175811767578,2021-11-07T18:29:43Z,2021-11-07: West Ham (1.23) 3-2 (1.11) Liverpool
1462065211192582144,d_w2l,0.44549125168236886,xG-Goal Difference,6110.735654782945,271.9121457248976,4675,237,neg,neg,-0.07612500339746475,-0.13482064008712769,2021-11-20T14:28:04Z,2021-11-20: Leicester (0.45) 0-3 (2.39) Chelsea
1462106288951857153,d_w2l,0.3593539703903096,xG-Goal Difference,1576.3613547421662,30.42357486264887,1389,33,neg,neg,-0.18007181584835052,-0.22863520681858063,2021-11-20T17:11:18Z,2021-11-20: Aston Villa (0.59) 2-0 (0.29) Brighton
1462106366550716422,d_w2l,0.8183041722745626,xG-Goal Difference,2304.5332292037565,52.89585820400619,2014,51,pos,neg,0.0017640830483287573,-0.047640059143304825,2021-11-20T17:11:37Z,2021-11-20: Burnley (0.92) 3-3 (2.63) Crystal Palace
1462106386549063689,d_w2l,0.7335127860026919,xG-Goal Difference,1381.9090421682658,35.58227513051272,693,21,neg,neg,-0.0790967345237732,-0.04054450988769531,2021-11-20T17:11:41Z,2021-11-20: Newcastle (2.18) 3-3 (1.10) Brentford
1462106573988405261,d_w2l,0.3001345895020189,xG-Goal Difference,6297.566788298759,254.65148646330042,2340,102,neg,neg,-0.13661445677280426,-0.19638031721115112,2021-11-20T17:12:26Z,2021-11-20: Watford (2.80) 4-1 (1.94) Man United
1462106692888449035,d_w2l,0.784656796769852,xG-Goal Difference,1828.805210780476,48.45732478977803,563,9,neg,pos,-0.0455196388065815,0.0320468470454216,2021-11-20T17:12:54Z,2021-11-20: Norwich (0.55) 2-1 (1.01) Southampton
1462106785897140229,d_w2l,0.5773889636608345,xG-Goal Difference,2113.09092533635,33.99810918922935,873,34,neg,neg,-0.13849687576293945,-0.2020273655653,2021-11-20T17:13:17Z,2021-11-20: Wolves (1.42) 1-0 (0.50) West Ham
1462138930506125323,d_w2l,0.47644683714670266,xG-Goal Difference,10793.48730180895,676.6606978803746,6985,402,neg,neg,-0.06568409502506256,-0.10045056790113449,2021-11-20T19:21:00Z,2021-11-20: Liverpool (3.47) 4-0 (0.30) Arsenal
1462449158338617347,d_w2l,0.46029609690444145,xG-Goal Difference,2436.5064529186197,65.13051990140856,1960,49,neg,neg,-0.12023870646953583,-0.1884111762046814,2021-11-21T15:53:44Z,2021-11-21: Man City (2.33) 3-0 (0.28) Everton
1462486630820888583,d_w2l,0.5545087483176313,xG-Goal Difference,1630.915202448536,35.70859386357082,1524,82,neg,neg,-0.146227166056633,-0.2203027755022049,2021-11-21T18:22:39Z,2021-11-21: Tottenham (2.16) 2-1 (1.41) Leeds
1426285949038825489,estimated_followers_count,0,xGPhilopher's # of Followers,222.59220839570162,19.520189869258108,8245,375,neg,neg,-1.52652907371521,-0.635762631893158,2021-08-13T20:54:04Z,2021-08-13: Brentford (1.59) 2-0 (1.14) Arsenal
1426534511060439042,estimated_followers_count,0.010530885146829178,xGPhilopher's # of Followers,214.86368931760992,35.74084167556882,14889,795,neg,neg,-1.5984947681427002,-0.548564076423645,2021-08-14T13:21:45Z,2021-08-14: Man United (1.60) 5-1 (0.67) Leeds
