idx,text,created_at,tm_a,tm_h,estimated_followers_count_a,estimated_followers_count_h,g_a,g_h,xg_a,xg_h,estimated_followers_count,favorite_count,retweet_count,favorite_pred,retweet_pred,favorite_diff,retweet_diff,total_diff,total_diff_frac
11,⭐️ Everton (2.10) 1-1 (1.13) Man Utd,2020-03-01T16:11:28Z,Man United,Everton,,2270811.720524202,1,1,1.13,2.1,31568,10,3,8.723634786831537,0.3305571198149222,1.2763652131684626,2.669442880185078,11.593749864176353,0.8918269126289502
2,⭐️ Chelsea (1.02) 0-2 (0.64) Man United,2020-02-17T21:56:25Z,Man United,Chelsea,,15312378.892122136,2,0,0.64,1.02,30243,301,55,86.99153022816968,14.652839108748013,214.00846977183033,40.34716089125199,290.9129938667462,0.8171713310863657
73,Southampton (0.61) 1-0 (3.79) Man City,2020-07-05T19:55:47Z,Man City,Southampton,8804244.73575644,1276822.622542025,0,1,3.79,0.61,42586,879,120,140.19371981403327,36.049508894147245,738.8062801859667,83.95049110585276,779.680617639614,0.7804610787183323
167,Brighton (3.03) 2-3 (1.91) Man Utd,2020-09-26T13:30:34Z,Man United,Brighton,,365932.03317063407,3,2,1.91,3.03,55835,6552,822,1593.460105883429,186.12765283377385,4958.539894116571,635.8723471662262,5526.885020060609,0.7495097667562529
120,Liverpool (1.32) 5-3 (2.57) Chelsea,2020-07-22T21:10:29Z,Chelsea,Liverpool,15608041.221791625,15992736.581310783,3,5,2.57,1.32,47398,1536,322,559.1759243447042,124.46890423879454,976.8240756552958,197.53109576120545,1382.1174684501889,0.7438737720399294
180,Leeds (2.67) 1-1 (1.44) Man City,2020-10-03T18:21:25Z,Man City,Leeds,8892810.955924785,663651.9554921346,1,1,1.44,2.67,57788,5112,568,1048.6094482925168,123.36481458188666,4063.390551707483,444.63518541811334,4218.837446797907,0.7427530716193499
86,Bournemouth (1.44) 0-0 (0.63) Tottenham,2020-07-09T19:03:29Z,Tottenham,Bournemouth,5379198.034021818,535505.4016495902,0,0,0.63,1.44,43702,87,19,36.105120825007035,7.922504656841733,50.894879174992965,11.077495343158267,75.20065513942309,0.7094401428247461
121,Arsenal (1.84) 3-2 (4.17) Watford,2020-07-26T16:59:16Z,Watford,Arsenal,716353.7781712206,16596580.598640194,2,3,4.17,1.84,47956,1018,186,449.2709231157186,64.35477798355662,568.7290768842814,121.64522201644338,831.6448097553262,0.6907348918233606
98,Wigan (1.71) 8-0 (0.92) Hull,2020-07-14T18:54:39Z,Hull,Wigan,,,0,8,0.92,1.71,45097,278,36,87.0402145435481,11.685297666879942,190.9597854564519,24.31470233312006,212.1429808304368,0.6756145886319643
42,Cardiff (0.28) 2-0 (2.05) Leeds,2020-06-21T12:58:17Z,Leeds,Cardiff,651404.6640580681,,0,2,2.05,0.28,39378,279,46,105.49159105267069,18.19750533637091,173.50840894732931,27.80249466362909,215.93246371319754,0.6644075806559924
60,Mallorca (1.61) 5-1 (1.66) Celta Vigo,2020-06-30T20:25:15Z,Celta Vigo,Mallorca,,,1,5,1.66,1.61,40982,55,9,25.75883656144632,3.21990216850953,29.24116343855368,5.78009783149047,40.833808748170924,0.6380282616901707
140,Man City (3.06) 1-3 (0.83) Lyon,2020-08-15T20:58:48Z,Lyon,Man City,1896272.5849087108,8844701.551147321,3,1,0.83,3.06,50815,3572,423,1119.2962927600502,154.54151447993087,2452.70370723995,268.45848552006913,2546.82602259577,0.6375033848800425
228,Marseille (0.05) 0-3 (1.99) Man City,2020-10-27T21:53:44Z,Man City,Marseille,8916280.038185287,3536964.44356353,3,0,1.99,0.05,65668,2184,319,1109.658835741026,92.240794678498,1074.341164258974,226.759205321502,1558.69074358721,0.6227290226077546
74,Southampton (0.61) 1-0 (1.59) Gabriel Jesus,2020-07-05T20:49:56Z,Gabriel Jesus,Southampton,,1276822.622542025,0,1,1.59,0.61,42656,271,20,52.224916595080344,7.432613780930225,218.77508340491966,12.567386219069775,180.98459211142062,0.6219401790770468
7,Lyon (1.07) 1-0 (1.09) Juventus ⭐️,2020-02-27T08:10:59Z,Juventus,Lyon,8372804.669132246,1856873.6487158942,0,1,1.09,1.07,31080,45,6,17.76103302231453,2.1897259294044082,27.23896697768547,3.8102740705955918,31.648655069188543,0.6205618641017361
242,Aston Villa (2.67) 3-4 (0.80) Southampton,2020-11-01T13:58:36Z,Southampton,Aston Villa,1295477.0871464727,1502057.702677345,4,3,0.8,2.67,67341,7341,493,1840.6555830040438,138.77452307256183,5500.344416995957,354.2254769274382,4705.54098886639,0.6006562406007646
196,Tottenham (1.72) 3-3 (1.84) West Ham,2020-10-18T17:23:29Z,West Ham,Tottenham,1749006.0504756342,5450683.177114613,3,3,1.84,1.72,61205,4063,273,1255.109610123175,83.85465937540738,2807.890389876825,189.14534062459262,2435.9016726584346,0.5617854411112626
101,Man City (0.54) 2-1 (1.93) Bournemouth,2020-07-15T18:56:50Z,Bournemouth,Man City,535891.16618634,8814129.374252683,1,2,1.93,0.54,45375,861,90,328.9931143998508,36.8520489560493,532.0068856001492,53.1479510439507,531.7928200255333,0.5591932912991938
81,West Ham (2.53) 0-1 (0.95) Burnley,2020-07-08T19:27:03Z,Burnley,West Ham,523896.05497777,1725227.9727879793,1,0,0.95,2.53,43283,72,8,28.32239880739103,3.4683839066161166,43.677601192608975,4.531616093383883,44.34270501001589,0.5542838126251987
138,RB Leipzig (1.18) 2-1 (1.18) Atletico,2020-08-13T20:59:05Z,Atletico,RB Leipzig,873118.9592218648,206143.34989199895,1,2,1.18,1.18,50396,448,54,175.2270035465808,25.55326910336274,272.7729964534192,28.44673089663726,277.51980653217583,0.5528282998648921
261,C Palace (0.88) 4-1 (1.03) Leeds,2020-11-07T16:55:33Z,Leeds,C Palace,667723.1212621933,1032544.1146536865,1,4,1.03,0.88,69643,3332,166,960.6810639380676,45.04793075725507,2371.3189360619326,120.95206924274493,1899.7362238454298,0.5430921165938908
324,Chelsea (4.35) 3-1 (0.97) Leeds,2020-12-05T21:54:07Z,Leeds,Chelsea,670962.2683726702,15861302.043105952,1,3,0.97,4.35,80870,7521,522,2839.05341835642,170.75729440713926,4681.94658164358,351.2427055928607,4207.229742511963,0.5230920977883828
395,Newcastle (0.80) 0-0 (1.04) Mo Salah,2020-12-30T21:52:45Z,Mo Salah,Newcastle,,1642723.0113238306,0,0,1.04,0.8,93979,6489,225,1790.0651483876243,55.032203612946766,4698.9348516123755,169.96779638705323,3481.5137498807794,0.5185453902116145
157,Brighton (1.70) 1-3 (1.44) Chelsea,2020-09-14T21:10:55Z,Chelsea,Brighton,15709089.420945691,365394.68775128154,3,1,1.44,1.7,54441,2889,225,1158.077683667293,83.86696067078408,1730.922316332707,141.13303932921593,1601.1975326228721,0.514193170399124
162,Arsenal (1.53) 2-1 (2.46) West Ham,2020-09-19T20:53:52Z,West Ham,Arsenal,1742278.6330832508,16707205.58053913,1,2,2.46,1.53,55068,1946,211,937.2129740756093,93.72167908420603,1008.7870259243907,117.27832091579397,1075.3543196056876,0.49854164098548337
244,Man Utd (0.38) 0-1 (1.09) Arsenal,2020-11-01T18:24:33Z,Arsenal,Man United,16793186.621111393,,1,0,1.09,0.38,67551,3947,277,1420.1240670903053,129.10116743647808,2526.8759329096947,147.89883256352192,2101.5304113063503,0.4975214041918443
27,Frankfurt (4.28) 3-3 (0.75) Freiburg,2020-05-26T20:26:03Z,Freiburg,Frankfurt,,,3,3,0.75,4.28,37565,151,16,77.39223299564604,6.3444768284710324,73.60776700435396,9.655523171528968,82.92231684652103,0.4965408194402457
10,⭐️ Watford (2.73) 3-0 (0.20) Liverpool,2020-02-29T20:36:24Z,Liverpool,Watford,15715785.134236528,701097.3018069402,0,3,0.2,2.73,31289,74,19,63.11882428027623,9.332329808469392,10.881175719723771,9.667670191530608,45.70623003619755,0.49146483909889843
216,Venlo (0.17) 0-13 (7.02) Ajax,2020-10-24T16:17:30Z,Ajax,Venlo,1381027.4142114294,,13,0,7.02,0.17,63994,2563,176,1145.997890922953,51.81679883831879,1417.002109077047,124.18320116168121,1345.8992389254236,0.49138343881906665
252,Atalanta (1.28) 0-3 (1.17) Diogo Jota,2020-11-03T22:01:39Z,Diogo Jota,Atalanta,,387863.43428900326,3,0,1.17,1.28,68248,3771,195,1510.4210041245894,60.39615680539001,2260.5789958754103,134.60384319461,1889.3600497866253,0.47638932168094433
82,Brighton (2.94) 1-3 (1.81) Liverpool,2020-07-08T21:12:56Z,Liverpool,Brighton,15966021.57493209,362334.67836170126,3,1,1.81,2.94,43353,327,50,193.33319101567272,25.6554034495133,133.66680898432728,24.3445965504867,178.22700061867062,0.4727506647710096
322,West Ham (2.79) 1-3 (1.30) Man Utd,2020-12-05T19:24:16Z,Man United,West Ham,,1760084.5843693465,3,1,1.3,2.79,80660,5358,236,2070.829999429043,68.01174941966293,3287.170000570957,167.98825058033708,2634.7598250115648,0.4709974660371049
290,Bayern (1.37) 3-1 (3.50) Salzburg,2020-11-25T21:51:09Z,Salzburg,Bayern Munich,,,1,3,3.5,1.37,75151,5639,262,2254.364662564808,87.11530830303015,3384.635337435192,174.88469169696987,2720.6564201300266,0.46105006272327176
402,West Brom (0.85) 0-4 (4.15) Arsenal,2021-01-02T21:52:26Z,Arsenal,West Brom,16916389.97331601,1064713.0384875631,4,0,4.15,0.85,96071,8199,485,3604.033580828898,173.06911593376643,4594.966419171102,311.9308840662336,3995.985824228028,0.46015497745601425
139,Barcelona (1.04) 2-8 (5.59) Bayern,2020-08-14T20:50:02Z,Bayern Munich,Barcelona,,34566117.077863276,8,2,5.59,1.04,50536,1641,259,918.2773703944215,155.16346642314068,722.7226296055785,103.83653357685932,850.8443962541961,0.4478128401337874
63,Bournemouth (1.22) 1-4 (1.53) Newcastle,2020-07-01T18:57:03Z,Newcastle,Bournemouth,1607291.000436704,534990.6162370202,4,1,1.53,1.22,41401,16,2,12.358005647167742,0.5596458135240163,3.641994352832258,1.4403541864759837,8.010188048361904,0.4450104471312169
253,Basaksehir (1.19) 2-1 (0.54) Man Utd,2020-11-04T19:47:35Z,Man United,Basaksehir,,,1,2,0.54,1.19,68527,2418,131,1030.396723345445,55.226299666675985,1387.603276654555,75.77370033332402,1131.9357826348123,0.4440705306531237
165,Leicester (0.98) 4-2 (1.41) Burnley,2020-09-20T19:55:05Z,Burnley,Leicester,530064.6538474285,1746536.249435058,2,4,1.41,0.98,55347,893,76,390.9280965681193,43.6083978721849,502.0719034318807,32.3916021278151,429.75708064427465,0.443505759178818
313,Porto (0.03) 0-0 (3.15) Man City,2020-12-01T21:56:22Z,Man City,Porto,8950395.473147145,,0,0,3.15,0.03,79266,5500,203,1991.083242930422,101.29048696544842,3508.916757069578,101.70951303455158,2497.467473574213,0.437921703239385
398,Man Utd (2.48) 2-1 (1.97) Aston Villa,2021-01-01T21:58:58Z,Aston Villa,Man United,1512836.6798264082,,1,2,1.97,2.48,95025,4965,168,1872.7266460150004,77.00005098050877,3092.2733539849996,90.99994901949123,2206.471853488764,0.42986009224406074
295,Spurs (3.58) 4-0 (0.00) Ludogorets,2020-11-26T21:52:51Z,Ludogorets,Tottenham,,5478036.709758372,0,4,0,3.58,75779,3558,158,1715.6060291855604,44.597355870266924,1842.3939708144396,113.40264412973308,1554.8622219535077,0.41842363346434547
36,Sochi (6.51) 10-1 (0.09) Rostov,2020-06-19T19:56:30Z,Rostov,Sochi,,,1,10,0.09,6.51,38890,49,12,46.0413280258627,6.193846950217747,2.958671974137303,5.806153049782253,25.325339866654033,0.41516950601072183
275,Spurs (0.79) 2-0 (2.18) Man City,2020-11-21T19:22:32Z,Man City,Tottenham,8940661.489328623,5474537.484419029,0,2,2.18,0.79,73269,4902,269,2130.060087034563,150.74334452626678,2771.939912965437,118.25665547373322,2126.8012211964465,0.41129398978852183
44,Aston Villa (1.64) 1-2 (1.37) Chelsea,2020-06-21T17:17:20Z,Chelsea,Aston Villa,15549735.38711628,1478283.526922995,2,1,1.37,1.64,39518,41,5,27.155052726750565,2.446863428538961,13.844947273249435,2.553136571461039,18.588553088518527,0.40409898018518536
21,S’hampton (3.72) 4-4 (4.19) Man City https://t.co/O1rv9P740y,2020-03-14T17:57:50Z,Man City https://t.co/O1rv9P740y,Shampton,,,4,4,4.19,3.72,33242,105,11,60.72460102199315,6.1250983082749935,44.27539897800685,4.8749016917250065,46.091274404543,0.3973385724529569
224,Shakhtar (0.07) 0-0 (2.09) Inter Milan,2020-10-27T19:50:53Z,Inter Milan,Shakhtar,2249408.200854161,,0,0,2.09,0.07,65319,775,76,490.953776467946,34.34132595529187,284.046223532054,41.65867404470813,337.8454238560565,0.3969981478919583
416,Wolves (1.25) 1-2 (0.28) Everton,2021-01-12T22:08:33Z,Everton,Wolves,2354694.1159391846,756459.805136366,2,1,0.28,1.25,100046,3471,136,1704.5188280730915,55.32026948707723,1766.4811719269085,80.67973051292276,1376.93821706834,0.38174056475418355
374,Man Utd (4.50) 6-2 (2.33) Leeds,2020-12-20T18:24:01Z,Leeds,Man United,672691.1098583667,,2,6,2.33,4.5,88401,7597,398,4039.4428179991273,166.84095494703462,3557.5571820008727,231.15904505296538,3051.8098426688744,0.3817148020849124
378,Aston Villa (5.04) 3-0 (1.07) C Palace,2020-12-26T16:59:59Z,C Palace,Aston Villa,1038802.4021022036,1511779.8605009061,0,3,1.07,5.04,90702,6975,324,3707.3411270626752,115.9734139946097,3267.6588729373248,208.0265860053903,2785.6870499030856,0.381653247006862
377,Leicester (0.82) 2-2 (2.05) Man Utd,2020-12-26T14:21:02Z,Man United,Leicester,,1768429.4625670037,2,2,2.05,0.82,90353,5445,237,2657.599582768195,124.20044342165187,2787.400417231805,112.79955657834813,2113.835411604698,0.37202312770234036
298,Brighton (2.29) 1-1 (0.42) Liverpool,2020-11-28T14:27:09Z,Liverpool,Brighton,16236827.945490915,368740.25001885236,1,1,0.42,2.29,76337,7883,472,4407.1844107391225,217.5035357884063,3475.8155892608775,254.4964642115937,3097.97613501049,0.3707930742083172
39,Watford (1.67) 1-1 (0.98) Leicester,2020-06-20T13:34:26Z,Leicester,Watford,1725514.9007315955,712672.8037657964,1,1,0.98,1.67,39169,24,3,16.824594786549323,1.5991866937268462,7.175405213450677,1.4008133062731538,9.948861231873481,0.36847634192124007
79,Arsenal (1.06) 1-1 (1.06) Leicester,2020-07-07T21:14:06Z,Leicester,Arsenal,1729418.5258300635,16558192.936139053,1,1,1.06,1.06,43074,159,16,74.02236107275277,12.60260989936345,84.97763892724723,3.3973901006365494,64.27483515413675,0.36728477230935286
104,Arsenal (0.92) 2-1 (2.87) Liverpool,2020-07-15T21:09:04Z,Liverpool,Arsenal,15979384.661031116,16574366.999029329,1,2,2.87,0.92,45585,1018,106,516.7303248462828,80.39438557114319,501.26967515371723,25.60561442885681,401.7356445325163,0.3574160538545519
353,Arsenal (2.06) 0-1 (1.30) Burnley,2020-12-13T21:08:38Z,Burnley,Arsenal,536980.9809335134,16876745.22705839,1,0,1.3,2.06,84775,3029,101,1456.6845766360088,56.764178118774844,1572.3154233639912,44.23582188122516,1113.6572302304728,0.3558010320225153
198,Leeds (1.37) 0-1 (0.65) Wolves,2020-10-19T20:55:37Z,Wolves,Leeds,748808.1437465977,665516.1500505166,1,0,0.65,1.37,61623,972,54,548.1020362859407,26.834959126674363,423.8979637140593,27.165040873325637,362.0995272819531,0.35292351586935
146,Sevilla (0.98) 3-2 (1.91) Inter,2020-08-21T20:54:59Z,Inter Milan,Sevilla,2229876.910446296,954269.9295011605,2,3,1.91,0.98,51651,749,79,469.29823806691337,48.185981968369894,279.70176193308663,30.814018031630106,291.2451314860907,0.35174532788175206
31,Sevilla (2.14) 2-0 (0.50) Real Betis,2020-06-11T22:02:05Z,Real Betis,Sevilla,,945402.102193531,0,2,0.5,2.14,38332,31,2,20.59476396412407,0.6726368221548535,10.40523603587593,1.3273631778451465,11.569539607004078,0.3505921093031539
351,C Palace (1.97) 1-1 (1.44) Tottenham,2020-12-13T16:09:05Z,Tottenham,C Palace,5489917.392727755,1037145.7205318271,1,1,1.44,1.97,84426,2781,86,1360.3807365131702,47.58145588119435,1420.6192634868298,38.41854411880565,999.9229200119432,0.34876976631040923
201,PSG (1.91) 1-2 (1.71) Man Utd,2020-10-20T20:54:30Z,Man United,PSG,,8485997.09105941,2,1,1.71,1.91,61972,501,32,292.572916204972,16.809077337642258,208.427083795028,15.190922662357742,185.48605722728348,0.34800385971347747
110,C Palace (0.69) 0-2 (2.13) Man Utd,2020-07-16T22:02:48Z,Man United,C Palace,,1017835.125066675,2,0,2.13,0.69,46003,101,7,55.008002118535785,4.523811875558741,45.991997881464215,2.4761881244412587,37.37453263805545,0.3460604873894023
170,Tottenham (3.63) 1-1 (0.98) Newcastle,2020-09-27T14:58:12Z,Newcastle,Tottenham,1624519.4595279426,5435897.340057558,1,1,0.98,3.63,56324,1601,147,1002.6392474359639,86.5433512309458,598.3607525640361,60.4566487690542,600.8797074843842,0.3437526930688697
270,Spain (3.47) 6-0 (0.12) Germany,2020-11-17T21:36:56Z,Germany,Spain,,,0,6,0.12,3.47,72223,2633,130,1462.3786280236864,67.51937724660748,1170.6213719763136,62.480622753392524,949.0708681816425,0.34349289474543704
71,Chelsea (2.81) 3-0 (0.59) Watford,2020-07-04T21:06:52Z,Watford,Chelsea,714106.5484615759,15574212.79647138,0,3,0.59,2.81,42447,101,11,62.9883135660698,7.1451068022548885,38.0116864339302,3.8548931977451115,38.2297584717629,0.34133712921216874
69,Man Utd (2.60) 5-2 (1.54) Bournemouth,2020-07-04T16:07:43Z,Bournemouth,Man United,535183.7187938363,,2,5,1.54,2.6,42237,52,6,34.885899205783375,3.680401218699326,17.114100794216625,2.319598781300674,19.5827848290134,0.3376342211898862
410,Napoli (4.10) 1-2 (1.94) Spezia,2021-01-06T19:56:21Z,Spezia,Napoli,,,2,1,1.94,4.1,98233,3975,134,2181.9265862390625,56.13973743276747,1793.0734137609375,77.86026256723252,1381.2920323270764,0.33616257783574505
367,C Palace (0.46) 0-7 (2.72) Liverpool,2020-12-19T14:19:16Z,Liverpool,C Palace,16276217.293138891,1037910.67138237,7,0,2.72,0.46,87564,5641,260,3378.39199091635,108.77558742123516,2262.60800908365,151.22441257876483,1958.0296219386917,0.33181318792385894
183,Man Utd (0.97) 1-6 (3.71) Tottenham,2020-10-04T17:24:06Z,Tottenham,Man United,5440830.41702796,,6,1,3.71,0.97,58206,790,67,535.4754643646527,35.73359811841217,254.52453563534732,31.266401881587832,278.1237924902806,0.3245318465464184
359,Raheem Sterling (1.04) 0-1 (0.35) West Brom,2020-12-15T22:06:49Z,West Brom,Raheem Sterling,1062013.3814182335,,1,0,0.35,1.04,85751,4877,127,2457.955091966517,81.85462407527992,2419.044908033483,45.145375924720085,1620.3847486110494,0.3238178954058852
113,Bournemouth (0.62) 0-2 (2.67) Southampton,2020-07-19T15:08:26Z,Southampton,Bournemouth,1279031.3869158367,536148.1883431731,2,0,2.67,0.62,46352,50,5,40.6534394679039,2.0909387012284704,9.346560532096099,2.9090612987715296,17.360821061564717,0.3156512920284494
150,Fulham (0.14) 0-3 (2.40) Arsenal,2020-09-12T13:27:59Z,Arsenal,Fulham,16693166.7521715,561713.8209938701,3,0,2.4,0.14,53813,920,40,509.56744632165527,25.87522049644967,410.43255367834473,14.124779503550329,301.1684200272064,0.3137171041950067
291,Liverpool (0.19) 0-2 (1.46) Atalanta,2020-11-25T21:52:08Z,Atalanta,Liverpool,389118.4744204865,16231193.092659242,2,0,1.46,0.19,75221,3292,89,1784.632275195689,57.4401792706718,1507.367724804311,31.5598207293282,1023.6194453727385,0.3027564168508543
53,Chelsea (3.36) 2-1 (0.55) Man City,2020-06-25T21:21:15Z,Man City,Chelsea,8794348.987169318,15557270.999570778,1,2,0.55,3.36,40355,117,21,89.57877045400598,14.810250611946042,27.421229545994024,6.189749388053958,41.415406530731474,0.3001116415270397
29,Freiburg (1.13) 1-0 (2.37) Mönchengladbach,2020-06-05T20:22:49Z,Mnchengladbach,Freiburg,,,0,1,2.37,1.13,38053,31,3,20.029803325707622,2.1075047001363165,10.970196674292378,0.8924952998636835,10.14001676569481,0.29823578722631794
430,Arsenal (2.58) 3-0 (0.16) Newcastle,2021-01-18T21:49:48Z,Newcastle,Arsenal,1646378,16948039,0,3,0.16,2.58,102905,3784,129,2221.082554685582,70.687025805334315,1562.9174453144178,58.312974194665685,1165.2141908275619,0.29778026854780526
141,Raheem Sterling (1.34) 0-3 (0.83) Lyon,2020-08-16T09:26:25Z,Lyon,Raheem Sterling,1896501.9218612222,,3,0,0.83,1.34,50884,1189,141,759.6641930928105,106.78110322257218,429.3358069071895,34.218896777427815,393.96224442802014,0.2962122138556542
280,Leeds (2.19) 0-0 (0.74) Arsenal,2020-11-22T18:24:31Z,Arsenal,Leeds,16835017.765813507,669460.3277049416,0,0,0.74,2.19,73966,4178,196,2455.1789576364085,130.225831872104,1722.8210423635915,65.77416812789599,1290.4972575945276,0.29503823904767434
119,Man Utd (1.14) 1-1 (1.59) West Ham,2020-07-22T19:33:57Z,West Ham,Man United,1728510.9975894298,,1,1,1.59,1.14,47328,57,7,38.712079341863806,5.044139913774239,18.287920658136194,1.9558600862257611,18.803699383317262,0.2938078028643322
137,Atalanta (0.58) 1-2 (3.29) PSG,2020-08-12T21:01:05Z,PSG,Atalanta,8415750.09064944,383091.49464385427,2,1,3.29,0.58,50327,450,116,468.530789235583,72.59210354370762,-18.530789235582972,43.40789645629238,165.186940104603,0.29184971749929856
103,Newcastle (1.42) 1-3 (1.33) Tottenham,2020-07-15T19:01:13Z,Tottenham,Newcastle,5383471.196115545,1610044.2233045048,3,1,1.33,1.42,45515,69,5,38.57938836564725,4.203216394714391,30.420611634352753,0.7967836052856088,21.30685985901275,0.28793053863530743
385,Wolves (1.07) 1-1 (0.38) Tottenham,2020-12-27T21:10:14Z,Tottenham,Wolves,5499682.2134918235,755025.4169197304,1,1,0.38,1.07,92097,4197,164,2502.571985748605,104.63692235177058,1694.4280142513949,59.36307764822942,1247.6060726347332,0.28608256652940456
364,Liverpool (1.29) 2-1 (1.65) Spurs,2020-12-16T21:51:11Z,Tottenham,Liverpool,5492011.315908361,16270596.081680227,1,2,1.65,1.29,86797,4624,253,2850.9631570324564,172.58952465510416,1773.0368429675436,80.41047534489584,1379.7399644154234,0.2829075178214934
331,Leipzig (1.67) 3-2 (2.26) Man Utd,2020-12-08T21:55:57Z,Man United,RB Leipzig,,209728.18747481587,2,3,2.26,1.67,82264,3568,104,2118.381875364507,61.14520644732471,1449.6181246354931,42.85479355267529,1035.1579963115178,0.2819057724159907
365,Aston Villa (2.32) 0-0 (0.31) Burnley,2020-12-17T20:34:51Z,Burnley,Aston Villa,537308.1091886093,1510193.2448524802,0,0,0.31,2.32,87076,2105,43,1164.769569465263,32.23671688942227,940.230430534737,10.763283110577731,602.2727547722425,0.2803876884414537
33,Aston Villa (1.41) 0-0 (0.36) Sheffield Utd,2020-06-17T18:56:07Z,Sheffield Utd,Aston Villa,387026.1007950221,1477562.588803101,0,0,0.36,1.41,38681,17,4,18.469496207149497,2.3360476817882154,-1.469496207149497,1.6639523182117846,5.881092008973417,0.2800520004273056
99,Chelsea (3.22) 1-0 (0.05) Norwich,2020-07-14T21:08:52Z,Norwich,Chelsea,701028.346401299,15593015.426518604,0,1,0.05,3.22,45166,276,32,202.80593372137923,21.579998132445933,73.19406627862077,10.420001867554067,85.77961734681078,0.27850525112600905
328,Spurs (0.27) 2-0 (0.61) Arsenal,2020-12-06T18:21:33Z,Arsenal,Tottenham,16862847.546142504,5485028.463350295,0,2,0.61,0.27,81288,5298,229,3287.793760238018,151.18667016769703,2010.206239761982,77.81332983230297,1510.0984951033977,0.27322209066462777
217,Man Utd (0.73) 0-0 (0.25) Chelsea,2020-10-24T18:22:39Z,Chelsea,Man United,15783522.860336505,,0,0,0.25,0.73,64134,2543,249,1751.632071189857,179.4665056942818,791.367928810143,69.5334943057182,752.3874120708887,0.2694797321170805
413,Schalke (1.93) 4-0 (2.04) Hoffenheim,2021-01-09T16:27:30Z,Hoffenheim,Schalke,,747563.1613952505,0,4,2.04,1.93,99140,4067,111,2512.733851652651,61.36110245224826,1554.266148347349,49.63889754775174,1124.8657863591666,0.269235468252553
222,Burnley (1.15) 0-1 (0.82) Tottenham,2020-10-26T21:55:18Z,Tottenham,Burnley,5456305.337636662,533039.7828474682,1,0,0.82,1.15,65180,1784,80,1055.6992428799194,63.32774134923815,728.3007571200806,16.672258650761847,500.3519215369498,0.2684291424554452
357,Wolves (0.65) 2-1 (1.77) Chelsea,2020-12-15T20:00:55Z,Chelsea,Wolves,15879764.745250838,753947.8349002076,1,2,1.77,0.65,85472,3857,104,2321.3729222626966,66.81526643495432,1535.6270777373034,37.184733565045676,1063.2400602814544,0.2684271800761056
358,Man City (2.98) 1-1 (0.35) West Brom,2020-12-15T21:55:32Z,West Brom,Man City,1062013.3814182335,8964005.292741043,1,1,0.35,2.98,85611,3311,106,2002.2835277524919,72.37195391165386,1308.7164722475081,33.62804608834614,913.9973252625247,0.2674853161435542
282,Firmino (1.62) 1-0 (1.21) Leicester,2020-11-22T21:10:11Z,Leicester,Firmino,1760786.5385673807,,0,1,1.21,1.62,74105,756,78,692.1962661196358,32.55227522955221,63.803733880364234,45.44772477044779,222.38107400783787,0.266643973630501
52,Southampton (0.88) 0-2 (2.35) Arsenal,2020-06-25T19:07:47Z,Arsenal,Southampton,16533902.175477033,1275242.5914670895,2,0,2.35,0.88,40285,27,4,26.540078862887167,2.051892821420443,0.45992113711283267,1.9481071785795572,8.180750344362513,0.26389517239879073
352,Fulham (1.78) 1-1 (1.78) Liverpool,2020-12-13T18:25:27Z,Liverpool,Fulham,16264972.927518276,567819.5853801959,1,1,1.78,1.78,84635,5289,105,3106.342007378663,77.37638533797815,2182.657992621337,27.62361466202185,1408.8269167939854,0.26118407801149157
257,Real Sociedad (4.87) 1-0 (0.22) AZ Alkmaar,2020-11-05T19:49:18Z,AZ Alkmaar,Real Sociedad,,,0,1,0.22,4.87,69224,2255,76,1397.9107976446783,52.38968178055428,857.0892023553217,23.610318219445723,605.0262703957468,0.2595565295563049
379,Arsenal (2.09) 3-1 (2.42) Chelsea,2020-12-26T19:23:03Z,Chelsea,Arsenal,15900048.956294855,16902524.889338646,1,3,2.42,2.09,90981,5486,228,3676.5671568807775,132.6326202281452,1809.4328431192225,95.36737977185479,1462.073760899073,0.2558757019424349
231,Man Utd (2.48) 5-0 (0.44) RB Leipzig,2020-10-28T21:51:57Z,RB Leipzig,Man United,208478.97817991875,,0,5,0.44,2.48,65877,929,66,661.0277314888203,43.1755000404722,267.97226851117966,22.8244999595278,251.84666897015515,0.25311223012075895
408,Southampton (0.31) 1-0 (1.44) Liverpool,2021-01-04T21:54:24Z,Liverpool,Southampton,16306164.360398486,1305399.5075528584,0,1,1.44,0.31,97048,3799,117,2301.4142466774115,93.179563392697,1497.5857533225885,23.820436607302995,986.3933035421444,0.25188797332536883
126,Arsenal (1.71) 2-1 (0.86) Chelsea,2020-08-01T18:35:36Z,Chelsea,Arsenal,15626803.14853364,16608684.58512716,1,2,0.86,1.71,49002,462,86,453.239976445149,53.74935870720379,8.760023554850989,32.25064129279621,136.1120608464963,0.24837967307754796
309,West Ham (0.65) 2-1 (2.89) Aston Villa,2020-11-30T21:57:16Z,Aston Villa,West Ham,1507191.747156696,1758933.826100288,1,2,2.89,0.65,78778,4146,111,2676.227751404446,67.51604472396767,1469.7722485955542,43.48395527603233,1049.6852237290714,0.2465786290178697
304,Southampton (0.48) 2-3 (3.01) Man Utd,2020-11-29T15:56:17Z,Man United,Southampton,,1299827.4661981177,3,2,3.01,0.48,77104,5233,285,3753.9891810538743,171.23921516630892,1479.0108189461257,113.76078483369108,1340.4327657249355,0.2429200372825182
