idx,text,created_at,tm_a,tm_h,estimated_followers_count_a,estimated_followers_count_h,g_a,g_h,xg_a,xg_h,estimated_followers_count,favorite_count,retweet_count,favorite_pred,retweet_pred,favorite_diff,retweet_diff,total_diff,total_diff_frac
34,Man City (2.68) 3-0 (0.65) Arsenal,2020-06-17T21:18:46Z,Arsenal,Man City,16517688.48962036,8786424.363809822,0,3,0.65,2.68,38751,34,1,31.178827595404044,2.4820661114232117,2.8211724045959556,-1.4820661114232117,-4.339781525971701,-0.12399375788490574
176,Liverpool (2.84) 3-1 (1.40) Arsenal,2020-09-28T20:54:16Z,Arsenal,Liverpool,16725238.187601952,16121865.498518936,1,3,1.4,2.84,56881,346,33,430.55222502585,32.23509245770327,-84.55222502585002,0.7649075422967329,-47.12701839141695,-0.12434569496416081
240,Inter Milan (3.04) 2-2 (0.83) Parma,2020-10-31T19:50:26Z,Parma,Inter Milan,,2250568.886277558,2,2,0.83,3.04,66993,570,28,651.3105324131872,34.716670900953204,-81.31053241318716,-6.716670900953204,-75.56944729935444,-0.1263703132096228
273,Newcastle (0.54) 0-2 (2.03) Chelsea,2020-11-21T14:28:04Z,Chelsea,Newcastle,15835418.096659558,1635195.0711834186,2,0,2.03,0.54,72920,1021,24,1245.4063997898677,23.878525295831977,-224.4063997898677,0.12147470416802264,-132.82506633616202,-0.12710532663747562
8,⭐️ Arsenal (2.19) 1-2 (1.50) Olympiakos,2020-02-27T23:30:25Z,Olympiakos,Arsenal,,16291058.453647139,2,1,1.5,2.19,31150,14,0,14.342874130379194,0.3979756016115452,-0.3428741303791938,-0.3979756016115452,-1.819112051277759,-0.1299365750912685
349,Real Madrid (0.76) 2-0 (0.91) Atletico,2020-12-13T11:45:51Z,Atletico,Real Madrid,888533.3334662361,35780730.53828062,0,2,0.91,0.76,84287,1348,34,1630.4989411195193,40.13664766943057,-282.49894111951926,-6.136647669430573,-192.73959787371376,-0.13946425316477118
108,Southampton (2.52) 1-1 (0.85) Brighton,2020-07-16T21:21:35Z,Brighton,Southampton,362696.0194421345,1278558.4014869365,1,1,0.85,2.52,45864,50,2,52.84832216636114,3.375442685581352,-2.848322166361143,-1.3754426855813522,-7.275192715829084,-0.13990755222748238
350,Southampton (2.28) 3-0 (0.25) Sheffield Utd,2020-12-13T14:07:04Z,Sheffield Utd,Southampton,395659.3566538781,1301997.2047449923,0,3,0.25,2.28,84356,968,12,1171.9754147719843,17.11415553761007,-203.97541477198433,-5.1141555376100705,-141.93899293426824,-0.14483570707578391
49,Norwich (0.50) 0-1 (0.72) Everton,2020-06-24T19:22:30Z,Everton,Norwich,2301595.6263360167,699077.7907387835,1,0,0.72,0.5,39867,13,0,12.990534647244809,0.4697830266954224,0.009465352755190892,-0.4697830266954224,-1.901261615296443,-0.14625089348434178
310,West Ham (0.65) 2-0 (1.41) Ollie Watkins,2020-11-30T21:58:22Z,Ollie Watkins,West Ham,,1758933.826100288,0,2,1.41,0.65,78847,1180,41,1543.0329520482987,31.874420229449747,-363.03295204829874,9.125579770550253,-178.6337055249559,-0.14630115112609002
5,⭐️ Liverpool (2.38) 3-2 (0.68) West Ham,2020-02-24T22:02:31Z,West Ham,Liverpool,1693243.6300338102,15706081.036284871,2,3,0.68,2.38,30662,25,3,31.485302427868028,3.0722946374483815,-6.485302427868028,-0.0722946374483815,-4.1463184336151935,-0.14808280120054262
400,C Palace (0.60) 2-0 (0.34) Sheffield Utd,2021-01-02T16:58:28Z,Sheffield Utd,C Palace,396612.29482764297,1039693.3679971294,0,2,0.34,0.6,95723,904,15,1061.6743764535827,25.816009556105513,-157.67437645358268,-10.816009556105513,-137.57615457669186,-0.14970201803774957
127,Brentford (1.44) 1-2 (1.13) Fulham,2020-08-04T21:29:50Z,Fulham,Brentford,559105.3840832686,,2,1,1.13,1.44,49211,194,7,197.84578667633446,14.038441273995653,-3.8457866763344555,-7.0384412739956534,-30.854319283580036,-0.15350407603771163
422,Wolves (2.34) 2-3 (2.59) West Brom,2021-01-16T14:22:10Z,West Brom,Wolves,1066808.0486003808,756817.9774126557,3,2,2.59,2.34,101232,1757,38,2011.2877354669954,68.91836039909148,-254.2877354669954,-30.918360399091483,-276.5703845498556,-0.1540782086628722
258,Brighton (1.82) 0-0 (0.52) Burnley,2020-11-06T19:22:39Z,Burnley,Brighton,533945.5435395603,367762.0395049137,0,0,0.52,1.82,69433,578,10,688.0958413637808,16.384382116848343,-110.09584136378078,-6.384382116848343,-91.32179582816623,-0.155309176578514
323,Bayern (1.09) 3-3 (1.17) RB Leipzig,2020-12-05T20:55:11Z,RB Leipzig,Bayern Munich,209637.03432854364,,3,3,1.17,1.09,80800,1085,19,1249.7651143917035,38.193789566723396,-164.7651143917035,-19.193789566723396,-175.79475225059147,-0.15923437703857923
263,Chelsea (2.80) 4-1 (0.79) Sheffield Utd,2020-11-07T19:25:05Z,Sheffield Utd,Chelsea,393938.2589778777,15809491.772014337,1,4,0.79,2.8,69922,494,23,604.4716655217883,27.22297294089749,-110.47166552178828,-4.222972940897488,-82.77174645639963,-0.16010008985763952
123,Leicester (0.81) 0-1 (1.40) Man Utd,2020-07-26T17:00:24Z,Man United,Leicester,,1733771.0000279343,1,0,1.4,0.81,48095,30,0,30.91314329717923,1.0714657821460571,-0.9131432971792286,-1.0714657821460571,-4.8916523270519345,-0.16305507756839782
289,Olympiacos (0.18) 0-1 (2.35) Man City,2020-11-25T20:01:47Z,Man City,Olympiacos,8944556.354026258,,1,0,2.35,0.18,75082,574,9,685.6286409743705,17.691798603628154,-111.62864097437046,-8.691798603628154,-101.59839885600114,-0.17426826561921294
160,Leeds (1.65) 4-3 (1.33) Fulham,2020-09-19T16:02:01Z,Fulham,Leeds,562180.720884131,662016.4790794088,3,4,1.33,1.65,54789,288,29,363.3346158128044,31.802656732115167,-75.33461581280437,-2.8026567321151674,-56.131920388191276,-0.17707230406369487
386,C Palace (0.45) 1-1 (1.96) Leicester,2020-12-28T16:52:13Z,Leicester,C Palace,1768878.017922998,1039057.0417437542,1,1,1.96,0.45,92306,771,19,991.6339987374529,21.80544625353389,-220.63399873745288,-2.8054462535338907,-142.46450545651678,-0.18033481703356555
35,Norwich (0.62) 0-3 (1.81) Southampton,2020-06-19T18:53:46Z,Southampton,Norwich,1274293.6324433472,698589.3008526097,3,0,1.81,0.62,38821,12,0,14.84688310924145,0.13730668942429824,-2.8468831092414497,-0.13730668942429824,-2.2486499377026723,-0.18738749480855602
425,Leicester (2.57) 2-0 (0.51) Southampton,2021-01-16T21:55:26Z,Southampton,Leicester,1307251.5768326006,1773133.6343730069,0,2,0.51,2.57,101859,995,16,1296.2614073169386,19.69020138000041,-301.26140731693863,-3.69020138000041,-193.95592594125173,-0.1918456240764112
89,Liverpool (1.96) 1-1 (0.76) Burnley,2020-07-11T16:04:16Z,Burnley,Liverpool,524147.54521786206,15971749.980871927,1,1,0.76,1.96,44120,29,1,32.84242402728601,1.8580270935805125,-3.8424240272860075,-0.8580270935805125,-5.7655519950099405,-0.19218506650033135
329,Liverpool (1.74) 4-0 (0.48) Wolves,2020-12-06T21:10:06Z,Wolves,Liverpool,753138.6365853461,16251844.668187756,0,4,0.48,1.74,81706,896,20,1158.8306937254567,25.31833429110264,-262.83069372545674,-5.318334291102641,-177.7332451385244,-0.1940319270071227
356,PSG (0.27) 0-1 (0.88) Lyon,2020-12-13T22:02:36Z,Lyon,PSG,1923597.8056521926,8540569.982046638,1,0,0.88,0.27,85054,1094,35,1423.2711405942925,42.07661277059813,-329.27114059429255,-7.076612770598132,-224.3419966853909,-0.19870858873816732
218,Liverpool (2.80) 2-1 (1.61) Sheffield Utd,2020-10-24T20:54:27Z,Sheffield Utd,Liverpool,393266.9090529223,16170965.823397087,1,2,1.61,2.8,64273,282,12,348.08641533751904,16.804373374462724,-66.08641533751904,-4.804373374462724,-58.76275413571092,-0.19987331338677183
299,Stuttgart (1.42) 1-3 (0.80) Bayern Munich,2020-11-28T16:27:55Z,Bayern Munich,Stuttgart,,,3,1,0.8,1.42,76546,1560,29,2028.9695298797271,39.48546388083957,-468.96952987972713,-10.485463880839568,-321.17253601212644,-0.20212242669108021
268,Arsenal (1.57) 0-3 (2.40) Aston Villa,2020-11-08T21:10:54Z,Aston Villa,Arsenal,1503298.5601402454,16807141.90414505,3,0,2.4,1.57,70689,819,27,986.328530748171,44.66535187363908,-167.32853074817103,-17.665351873639082,-171.11361404552065,-0.20226195513654924
186,Barcelona (0.94) 1-1 (1.80) Sevilla,2020-10-04T20:52:48Z,Sevilla,Barcelona,959724.361673496,34791680.46818022,1,1,1.8,0.94,58555,308,31,382.34011894369246,37.97102541175698,-74.34011894369246,-6.971025411756983,-72.46082172159612,-0.21374873664187646
249,Real Madrid (0.92) 3-2 (0.75) Inter Milan,2020-11-03T21:51:00Z,Inter Milan,Real Madrid,2251439.007665674,35624413.79892344,2,3,0.75,0.92,68039,631,31,773.4920340883767,45.07002516478503,-142.49203408837673,-14.07002516478503,-141.7647360160694,-0.21414612691249155
189,Celta Vigo (2.46) 0-2 (1.05) Atletico,2020-10-17T16:00:35Z,Atletico,Celta Vigo,881365.0895457695,,2,0,1.05,2.46,60438,434,42,520.9223219635174,54.44758054957087,-86.92232196351745,-12.447580549570873,-102.16556554244318,-0.21463354105555288
259,Southampton (1.05) 2-0 (0.31) Newcastle,2020-11-06T21:51:47Z,Newcastle,Southampton,1632290.4651756082,1296255.0113666707,0,2,0.31,1.05,69503,361,8,481.8062804798261,10.057612305614528,-120.80628047982611,-2.057612305614528,-80.12209994958147,-0.21713306219398773
51,Inter Milan (2.98) 3-3 (1.95) Sassuolo,2020-06-24T22:24:23Z,Sassuolo,Inter Milan,,2212830.020016687,3,3,1.95,2.98,40006,25,1,25.507796016080796,2.32109521922918,-0.5077960160807962,-1.3210952192291798,-5.664103383655128,-0.21785013014058185
223,AC Milan (2.96) 3-3 (2.38) Roma,2020-10-26T23:09:21Z,Roma,AC Milan,,7569108.139843057,3,3,2.38,2.96,65249,416,15,539.1131012858938,20.32733729269504,-123.11310128589378,-5.3273372926950415,-94.76462623833106,-0.21987152259473564
227,Liverpool (1.82) 2-0 (1.37) Midtjylland,2020-10-27T21:52:49Z,Midtjylland,Liverpool,,16176621.655394001,0,2,1.37,1.82,65598,254,2,331.6742275071721,4.536485197394502,-77.67422750717208,-2.5364851973945024,-56.44145553194457,-0.22047443567165848
265,West Brom (0.92) 0-1 (1.95) Tottenham,2020-11-08T13:56:07Z,Tottenham,West Brom,5465429.01361967,1056442.4214495125,1,0,1.95,0.92,70270,611,13,803.9688071871999,18.65379659709839,-192.9688071871999,-5.653796597098388,-137.59049474505792,-0.2204975877324646
426,Sheffield Utd (1.08) 1-3 (1.22) Spurs,2021-01-17T15:52:34Z,Tottenham,Sheffield Utd,5514297.02274313,397325.498595252,3,1,1.22,1.08,102068,1167,18,1511.539947144021,32.90486846588828,-344.53994714402097,-14.904868465888278,-265.1885620971918,-0.22378781611577364
307,Leicester (0.94) 0-2 (1.56) Fulham,2020-11-30T18:23:10Z,Fulham,Leicester,566960.8035950335,1762587.8551904259,2,0,1.56,0.94,77801,624,11,846.9847917856227,13.916687528056267,-222.98479178562275,-2.9166875280562667,-144.31263055418958,-0.227263985124708
387,C Palace (0.45) 1-0 (1.19) Iheanacho,2020-12-28T16:52:59Z,Iheanacho,C Palace,,1039057.0417437542,0,1,1.19,0.45,92376,836,33,1131.0581658310539,39.68198129951896,-295.0581658310539,-6.681981299518959,-202.41448862471543,-0.23292806516077724
277,Atletico (0.62) 1-0 (1.68) Barcelona,2020-11-21T22:53:25Z,Barcelona,Atletico,35002647.61914415,885773.5169257754,0,1,1.68,0.62,73548,454,13,608.7320858319282,17.643583932710126,-154.7320858319282,-4.643583932710126,-110.77381861175434,-0.23720303771253606
24,Mainz (0.31) 0-5 (5.33) Leipzig,2020-05-24T18:15:23Z,RB Leipzig,Mainz,203624.57194742723,,5,0,5.33,0.31,37286,44,2,51.25422398765622,3.640128211841536,-7.254223987656218,-1.6401282118415361,-10.967084207354159,-0.23841487407291648
221,Arsenal (1.27) 0-1 (0.79) Leicester,2020-10-25T21:12:21Z,Leicester,Arsenal,1754467.3662891793,16779219.731467873,1,0,0.79,1.27,64970,743,54,939.2166655152599,72.20574677795555,-196.21666551525993,-18.205746777955554,-190.46933984352825,-0.23898286053140308
256,Ludogorets (0.74) 1-3 (4.34) Tottenham,2020-11-05T19:46:41Z,Tottenham,Ludogorets,5463324.902275619,,3,1,4.34,0.74,69154,401,15,578.2636658081178,13.69798667624945,-177.26366580811782,1.3020133237505505,-100.02602963810936,-0.2404471866300706
181,Leicester (0.54) 0-3 (1.98) West Ham,2020-10-04T12:53:21Z,West Ham,Leicester,1745761.5684574142,1749713.0102116414,3,0,1.98,0.54,57927,383,18,492.03450744585894,26.132483383994636,-109.03450744585894,-8.132483383994636,-97.78694092102825,-0.2438577080324894
164,Chelsea (1.04) 0-2 (1.74) Liverpool,2020-09-20T17:24:43Z,Liverpool,Chelsea,16106727.593304206,15720276.904443905,2,0,1.74,1.04,55278,327,24,435.5051621390446,30.15671193973944,-108.50516213904461,-6.156711939739441,-89.45265485258537,-0.25485086852588423
348,Everton (1.34) 1-0 (1.09) Chelsea,2020-12-12T21:55:05Z,Chelsea,Everton,15874228.189299444,2346623.384296035,0,1,1.09,1.34,84147,1295,25,1732.9421090452108,44.2154588048358,-437.9421090452108,-19.215458804835798,-338.17509147935107,-0.2561932511207205
175,Fulham (0.71) 0-3 (2.38) Aston Villa,2020-09-28T18:43:41Z,Aston Villa,Fulham,1496016.040679619,562780.4515694525,3,0,2.38,0.71,56742,196,6,284.42908417697004,5.891197845261509,-88.42908417697004,0.1088021547384912,-52.09341252437624,-0.25788818081374376
284,Wolves (1.97) 1-1 (1.00) Southampton,2020-11-23T21:52:37Z,Southampton,Wolves,1298896.4687291214,751968.2572665706,1,1,1,1.97,74315,491,4,667.459808341668,9.67686939041206,-176.459808341668,-5.67686939041206,-127.8762778673075,-0.2583359148834495
262,Barcelona (4.54) 5-2 (1.17) Real Betis,2020-11-07T17:58:52Z,Real Betis,Barcelona,,34941247.112444155,2,5,1.17,4.54,69782,362,11,483.568599873842,18.215501540983556,-121.568599873842,-7.215501540983556,-101.51125144045368,-0.2721481271862029
85,Everton (0.76) 1-1 (2.17) Southampton,2020-07-09T18:56:17Z,Southampton,Everton,1277454.0877747633,2305580.6162645966,1,1,2.17,0.76,43632,23,2,32.806706781646184,2.2486711027810338,-9.806706781646184,-0.24867110278103377,-6.835465027821298,-0.27341860111285193
16,⭐️ Man Utd (1.43) 2-0 (0.75) Man City,2020-03-08T18:25:01Z,Man City,Man United,8685754.163304651,,0,2,0.75,1.43,32475,29,6,33.0095257199512,7.771366211190552,-4.009525719951199,-1.7713662111905517,-9.572138543401056,-0.27348967266860164
394,Newcastle (0.80) 0-0 (1.67) Liverpool,2020-12-30T21:52:13Z,Liverpool,Newcastle,16296811.813394275,1642723.0113238306,0,0,1.67,0.8,93910,899,24,1166.7986358133035,47.54262296122969,-267.79863581330346,-23.54262296122969,-254.65843078985017,-0.2759029586022212
211,Celtic (1.02) 1-3 (0.79) AC Milan,2020-10-22T20:49:45Z,AC Milan,Celtic,7565022.251210725,,3,1,0.79,1.02,63506,495,21,677.6304693889416,29.808889792768827,-182.6304693889416,-8.808889792768827,-144.25532901393606,-0.2795645911122792
118,Aston Villa (0.71) 1-0 (0.96) Arsenal,2020-07-21T21:08:39Z,Arsenal,Aston Villa,16586487.195895126,1483679.3966461022,0,1,0.96,0.71,47119,54,2,60.19816133604757,4.983296453707177,-6.198161336047569,-2.983296453707177,-15.791707080595,-0.28199476929633926
229,M’gladbach (1.35) 2-2 (3.03) Real Madrid,2020-10-27T21:55:23Z,Real Madrid,Mgladbach,35596987.795782745,,2,2,3.03,1.35,65738,354,25,420.84971463286047,42.23726123082925,-66.84971463286047,-17.237261230829247,-109.68225854431498,-0.28939909906151706
173,Man City (1.55) 2-5 (3.02) Leicester,2020-09-27T17:22:22Z,Leicester,Man City,1748125.3514400166,8886934.001242187,5,2,3.02,1.55,56602,674,54,937.7557966882435,70.49527658740838,-263.75579668824355,-16.495276587408384,-223.6508976648197,-0.30721277151760945
152,West Ham (1.22) 0-2 (1.59) Newcastle,2020-09-12T20:56:00Z,Newcastle,West Ham,1621595.7314527,1740650.8782491963,2,0,1.59,1.22,54092,103,6,144.4419933694228,8.2670047801516109,-41.44199336942279,-2.267004780151611,-33.82231839315461,-0.3102964990197671
250,Atalanta (1.28) 0-5 (2.49) Liverpool,2020-11-03T21:52:51Z,Liverpool,Atalanta,16189810.912909444,387863.43428900326,5,0,2.49,1.28,68108,423,17,605.221046227989,24.011483994958194,-182.22104622798895,-7.011483994958194,-136.71628746050482,-0.3107188351375109
278,Fulham (1.94) 2-3 (1.96) Everton,2020-11-22T13:54:34Z,Everton,Fulham,2341401.6969521414,566431.6753382834,3,2,1.96,1.94,73617,623,12,913.1089556838886,18.50505301734539,-290.10895568388855,-6.505053017345389,-198.75603507921804,-0.31300163004601267
371,Newcastle (1.42) 1-1 (1.45) Fulham,2020-12-19T22:14:02Z,Fulham,Newcastle,568215.5084396071,1640603.2435190773,1,1,1.45,1.42,88052,535,7,775.0505967318828,13.957867096387558,-240.05059673188282,-6.957867096387558,-170.85475007699714,-0.31523016619372163
155,PSG (2.26) 0-1 (0.57) Marseille,2020-09-13T21:00:17Z,Marseille,PSG,3518308.5432044417,8448401.038073901,1,0,0.57,2.26,54301,286,30,354.89175887109417,44.700194170194806,-68.89175887109417,-14.700194170194806,-100.59727406955739,-0.31834580401758666
57,Sheffield Utd (1.88) 1-2 (1.41) Arsenal,2020-06-28T14:01:11Z,Arsenal,Sheffield Utd,16539978.210045638,387562.1820327382,2,1,1.41,1.88,40703,27,3,34.798718340061654,4.252203256333957,-7.798718340061654,-1.2522032563339573,-9.71594738070476,-0.32386491269015866
411,Lorenzo Insigne (1.82) 0-2 (1.94) Spezia,2021-01-06T20:03:24Z,Spezia,Lorenzo Insigne,,,2,0,1.94,1.82,98303,866,18,1318.657164919763,22.699470798978034,-452.6571649197631,-4.699470798978034,-287.99569918627026,-0.3257869900297175
392,Barcelona (2.52) 1-1 (0.78) Eibar,2020-12-29T20:48:44Z,Eibar,Barcelona,,35168765.77592794,1,1,0.78,2.52,93352,865,32,1326.4862871713176,36.63252309097897,-461.4862871713176,-4.632523090978971,-292.9692679804405,-0.3266101092312603
238,Burnley (0.34) 0-3 (1.40) Chelsea,2020-10-31T16:57:32Z,Chelsea,Burnley,15796512.652673598,533451.6829034061,3,0,1.4,0.34,66644,489,12,722.4642499487777,18.41889585012261,-233.4642499487777,-6.41889585012261,-164.75412623370855,-0.3288505513646877
23,Wolfsburg (0.55) 0-2 (0.84) Dortmund,2020-05-23T15:27:57Z,Dortmund,Wolfsburg,3588988.5631715422,,2,0,0.84,0.55,37217,15,1,19.54710589153052,1.636837527122125,-4.547105891530521,-0.6368375271221249,-5.2863729359224685,-0.3303983084951543
401,Brighton (2.70) 3-3 (2.04) Wolves,2021-01-02T19:24:55Z,Wolves,Brighton,755563.6316134225,370291.1682076913,3,3,2.04,2.7,96002,2093,44,3068.518212310669,77.69897646734859,-975.5182123106688,-33.69897646734859,-716.3346760865669,-0.3352057445421464
168,West Brom (0.65) 3-3 (2.58) Chelsea,2020-09-26T18:25:50Z,Chelsea,West Brom,15731456.431923809,1049930.9247248056,3,3,2.58,0.65,55975,885,105,1372.469462666894,116.3202482455878,-487.46946266689406,-11.320248245587806,-335.5516588760668,-0.33894106957178466
4,Arsenal (1.35) 3-2 (2.13) Everton ⭐️,2020-02-23T18:34:08Z,Everton,Arsenal,2268924.432333077,16282832.723027473,2,3,2.13,1.35,30592,27,1,32.58488096733873,2.5425402691068286,-5.5848809673387265,-1.5425402691068286,-9.579223315098206,-0.3421151183963645
237,Sheffield Utd (0.31) 0-1 (1.75) Man City,2020-10-31T14:24:20Z,Man City,Sheffield Utd,8920185.548682775,393602.72715173155,1,0,1.75,0.31,66574,415,11,635.3571753309866,14.963839568293112,-220.3571753309866,-3.9638395682931122,-147.0020530265505,-0.3450752418463627
38,Sevilla (0.81) 0-0 (0.62) Barcelona,2020-06-19T21:58:19Z,Barcelona,Sevilla,34316731.8888642,946405.447768763,0,0,0.62,0.81,39099,21,6,38.27341095105461,5.813885249110484,-17.273410951054608,0.1861147508895158,-9.506548653707856,-0.35209439458177244
338,Inter Milan (1.84) 0-0 (0.39) Shakhtar,2020-12-09T22:03:57Z,Shakhtar,Inter Milan,,2261854.3555088756,0,0,0.39,1.84,83171,331,8,543.1735630512812,6.691186506169731,-212.17356305128123,1.308813493830269,-120.73813260674706,-0.35615968320574354
213,West Ham (0.37) 1-1 (1.08) Man City,2020-10-24T13:40:41Z,Man City,West Ham,8913349.782301305,1750394.7017864732,1,1,1.08,0.37,63785,306,6,444.57888158608085,13.096354579925963,-138.57888158608085,-7.096354579925963,-111.13330434193884,-0.356196488275445
214,Fulham (1.00) 1-2 (2.68) C Palace,2020-10-24T15:58:54Z,C Palace,Fulham,1030749.0533675756,564509.4278443361,2,1,2.68,1,63855,169,4,253.9781230797019,6.98137171282468,-84.9781230797019,-2.9813717128246804,-62.586472619793035,-0.36177151803348573
28,Leipzig (0.61) 2-2 (1.87) Hertha Berlin,2020-05-27T19:18:56Z,Hertha Berlin,RB Leipzig,,203718.41536831541,2,2,1.87,0.61,37705,19,2,24.31355871846173,3.1096797201278372,-5.3135587184617314,-1.1096797201278372,-7.661019049086539,-0.3648104309088828
404,Inter Milan (2.63) 6-2 (2.17) Crotone,2021-01-03T14:15:05Z,Crotone,Inter Milan,,2269059.1082761707,2,6,2.17,2.63,96211,1311,38,1989.2934871971966,60.026203009200984,-678.2934871971966,-22.026203009200984,-492.37504739441005,-0.36499262223455153
91,Brighton (0.09) 0-5 (4.78) Man City,2020-07-11T21:07:27Z,Man City,Brighton,8810176.849670863,362470.22347961477,5,0,4.78,0.09,44399,163,9,236.65633799366677,13.7929671957724,-73.65633799366677,-4.7929671957724,-63.21368927045606,-0.36752144924683755
102,Burnley (1.61) 1-1 (1.50) Wolves,2020-07-15T19:00:05Z,Wolves,Burnley,740071.1429237111,524482.6779536488,1,1,1.5,1.61,45445,19,0,23.510204159103772,1.0796077289898838,-4.510204159103772,-1.0796077289898838,-7.061687702748882,-0.37166777382888855
301,Mahrez (0.95) 3-0 (0.46) Burnley,2020-11-28T16:53:25Z,Burnley,Mahrez,535752.4710172764,,0,3,0.46,0.95,76686,689,36,1087.910869414211,44.7287282143451,-398.910869414211,-8.728728214345097,-272.4204935843647,-0.3757524049439513
149,Iceland (0.81) 0-1 (1.52) England,2020-09-05T17:51:12Z,England,Iceland,,,1,0,1.52,0.81,53534,107,2,150.40819640095776,5.823544393353642,-43.40819640095776,-3.823544393353642,-41.30853697077995,-0.37897740340165087
80,Man City (3.07) 5-0 (0.26) Newcastle,2020-07-08T19:24:24Z,Newcastle,Man City,1608668.2008856002,8807211.292161992,0,5,0.26,3.07,43214,26,1,35.02118222535249,2.2237794048506365,-9.02118222535249,-1.2237794048506365,-10.326829342674015,-0.38247516083977834
226,Shakhtar (0.07) 0-0 (0.88) Lukaku,2020-10-27T19:54:29Z,Lukaku,Shakhtar,,,0,0,0.88,0.07,65459,548,46,890.9127728722124,52.290156784941324,-342.9127728722124,-6.290156784941324,-229.2541025831505,-0.38594966764840155
179,Everton (2.03) 4-2 (1.37) Brighton,2020-10-03T15:57:26Z,Brighton,Everton,366245.12058746145,2328296.244768661,2,4,1.37,2.03,57579,227,11,362.8512771639304,13.778365911295236,-135.85127716393038,-2.7783659112952357,-91.98581196592059,-0.3864950082601705
187,Everton (1.40) 2-2 (2.79) Liverpool,2020-10-17T13:51:36Z,Liverpool,Everton,16157761.183019046,2331973.1954437373,2,2,2.79,1.4,60298,763,54,1127.3702838470847,79.48624650592129,-364.3702838470847,-25.486246505921287,-319.92023025486634,-0.3915792291981228
156,Sheffield Utd (1.15) 0-2 (1.78) Wolves,2020-09-14T18:56:15Z,Wolves,Sheffield Utd,745634.6373029673,391342.42033628613,2,0,1.78,1.15,54371,147,6,233.15452357538953,8.208742750338034,-86.15452357538953,-2.2087427503380344,-60.14920372315989,-0.39313205047816924
366,Sheffield Utd (1.78) 2-3 (2.10) Man Utd,2020-12-17T21:53:36Z,Man United,Sheffield Utd,,395850.1278108906,3,2,2.1,1.78,87215,1222,16,1977.1864696840632,25.514597155762136,-755.1864696840632,-9.514597155762136,-487.27102912919986,-0.39359533855347323
17,⭐️ Leicester (2.31) 4-0 (0.67) A Villa,2020-03-09T22:13:58Z,A Villa,Leicester,,1701672.0437598748,0,4,0.67,2.31,32614,14,0,19.403068779422632,0.5883623644913765,-5.403068779422632,-0.5883623644913765,-5.598129641391402,-0.39986640295652875
381,Sheffield Utd (1.20) 0-1 (0.63) Everton,2020-12-26T21:52:49Z,Everton,Sheffield Utd,2350271.6627209717,396279.02713013743,1,0,0.63,1.2,91260,1156,26,1780.2288753337161,52.20915818559075,-624.2288753337161,-26.209158185590752,-477.23460331729405,-0.4037517794562555
6,Real Madrid (1.14) 1-2 (3.17) Man City ⭐️,2020-02-27T08:10:46Z,Man City,Real Madrid,8675723.262437265,34631452.28930158,2,1,3.17,1.14,31010,25,4,39.173449220640414,4.8113295030150045,-14.173449220640414,-0.8113295030150045,-11.713586705560923,-0.40391678295037664
368,Southampton (0.95) 0-1 (1.07) Man City,2020-12-19T16:59:56Z,Man City,Southampton,8967890.018944092,1302925.9866046924,1,0,1.07,0.95,87773,919,14,1495.5351882706802,25.78159023047247,-576.5351882706802,-11.781590230472471,-390.33755352033774,-0.41836822456627837
339,Dundalk (0.33) 2-4 (1.86) Arsenal,2020-12-10T19:59:49Z,Arsenal,Dundalk,16870790.479953744,,4,2,1.86,0.33,83310,687,3,1123.9599136945644,10.311208362461226,-436.9599136945644,-7.311208362461226,-289.27132191144585,-0.41923379987166065
151,Liverpool (3.36) 4-3 (0.45) Leeds,2020-09-12T18:23:33Z,Leeds,Liverpool,661197.2238634847,16091575.447341349,3,4,0.45,3.36,53953,716,110,949.956770896355,161.4096335834316,-233.956770896355,-51.4096335834316,-347.667543447805,-0.42090501628063554
267,Man City (1.84) 1-1 (1.29) Liverpool,2020-11-08T18:26:03Z,Liverpool,Man City,16199225.236501416,8927991.444334174,1,1,1.29,1.84,70549,675,28,994.1064080703114,55.08047753148813,-319.10640807031143,-27.08047753148813,-299.50040926277876,-0.426031876618462
409,Tottenham (1.57) 2-0 (0.59) Brentford,2021-01-05T21:39:00Z,Brentford,Tottenham,,5505950.4533432415,0,2,0.59,1.57,98024,716,9,1135.5095093687762,24.27127509142104,-419.5095093687762,-15.271275091421039,-311.2146830924172,-0.4292616318516099
337,Man City (3.17) 3-0 (0.67) Marseille,2020-12-09T21:57:41Z,Marseille,Man City,3555101.7601625305,8958175.04477938,0,3,0.67,3.17,83101,519,7,830.9545159488183,17.274190024544183,-311.9545159488183,-10.274190024544183,-227.03352963826637,-0.4316226799206585
159,Everton (4.17) 5-2 (0.30) West Brom,2020-09-19T13:57:37Z,West Brom,Everton,1048867.0876602617,2324613.4780947184,2,5,0.3,4.17,54720,583,32,887.8037531469128,54.18339422995638,-304.80375314691275,-22.183394229956377,-271.1256781060342,-0.440854761148023
288,PSG (1.14) 1-0 (0.93) RB Leipzig,2020-11-24T21:56:46Z,RB Leipzig,PSG,209302.4664871003,8521408.261069175,0,1,0.93,1.14,74873,304,14,514.3043269657474,18.162075149969105,-210.30432696574735,-4.162075149969105,-141.83438525210943,-0.4460200794091491
